barrio,distrito,price,size,rooms,bathrooms
Sant Antoni,L'Eixample,1000.0,72,2,1
el Baix Guinardo,Horta-Guinardó,1200.0,100,4,2
el Raval,Ciutat Vella,900.0,63,2,1
el Raval,Ciutat Vella,1110.0,72,1,1
la Salut,Gràcia,850.0,41,1,1
el Putget i el farró,Sarrià-Sant Gervasi,2100.0,86,3,1
el Raval,Ciutat Vella,700.0,50,2,1
el Poble Sec,Sants-Montjuïc,890.0,87,3,2
Sant Antoni,L'Eixample,1150.0,92,4,2
el Raval,Ciutat Vella,1000.0,85,2,1
Sagrada Familia,L'Eixample,1500.0,44,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,3437.0,66,2,2
Barceloneta,Ciutat Vella,1250.0,59,2,1
la Font de la Guatlla,Sants-Montjuïc,800.0,43,1,1
la Nova Esquerra de l'Eixample,L'Eixample,1200.0,96,4,2
la Salut,Gràcia,780.0,56,3,1
el Parc i la Llacuna del Poblenou,Sant Martí,890.0,75,3,1
l'Antiga Esquerra de l'Eixample,L'Eixample,4500.0,130,3,3
el Poblenou,Sant Martí,1275.0,95,3,2
el Poblenou,Sant Martí,1392.0,75,2,2
Sant Gervasi - la Bonanova,Les Corts,750.0,51,2,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1695.0,80,2,2
Hostafrancs,Sants-Montjuïc,1090.0,54,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1700.0,170,3,3
el Parc i la Llacuna del Poblenou,Sant Martí,850.0,60,3,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2250.0,140,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1296.0,70,2,2
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,2750.0,95,2,2
la Salut,Gràcia,800.0,48,1,1
la Salut,Gràcia,775.0,80,3,2
Navas,Sant Andreu,1199.0,56,1,1
la Salut,Gràcia,900.0,82,2,2
Sant Gervasi - la Bonanova,Les Corts,1145.0,101,3,2
Sant Antoni,L'Eixample,1180.0,78,3,1
el Parc i la Llacuna del Poblenou,Sant Martí,650.0,53,2,2
el Raval,Ciutat Vella,870.0,76,3,1
el Parc i la Llacuna del Poblenou,Sant Martí,756.0,57,2,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3200.0,233,5,3
el Baix Guinardo,Horta-Guinardó,1800.0,70,3,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1850.0,160,3,2
Sant Antoni,L'Eixample,975.0,62,2,1
el Raval,Ciutat Vella,825.0,55,3,1
Sant Antoni,L'Eixample,990.0,102,4,2
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1587.0,90,2,1
Fort Pienc,L'Eixample,1600.0,60,1,1
Pedralbes,Les Corts,4200.0,191,3,3
Sant Antoni,L'Eixample,970.0,95,2,2
el Carmel,Horta-Guinardó,500.0,20,3,2
Sant Antoni,L'Eixample,1050.0,65,3,2
el Raval,Ciutat Vella,950.0,68,1,1
el Poble Sec,Sants-Montjuïc,880.0,95,3,1
Sant Antoni,L'Eixample,950.0,75,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1350.0,98,3,2
el Raval,Ciutat Vella,1085.0,42,1,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,5500.0,260,5,5
Sant Antoni,L'Eixample,1085.0,43,1,1
la Font d'en Fargues,Horta-Guinardó,890.0,68,3,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,2495.0,70,2,2
l'Antiga Esquerra de l'Eixample,L'Eixample,3500.0,250,4,3
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3675.0,250,5,4
Sarria,Les Corts,1250.0,84,3,2
Sant Antoni,L'Eixample,750.0,40,1,1
Sarria,Les Corts,1300.0,92,4,2
la Salut,Gràcia,900.0,69,3,1
el Poble Sec,Sants-Montjuïc,900.0,60,3,1
el Putget i el farró,Sarrià-Sant Gervasi,2000.0,135,4,2
la Salut,Gràcia,850.0,72,2,1
Sant Antoni,L'Eixample,738.0,38,1,1
Navas,Sant Andreu,961.0,86,4,2
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3364.0,119,3,2
Hostafrancs,Sants-Montjuïc,1050.0,71,3,1
Hostafrancs,Sants-Montjuïc,1135.0,100,4,2
la Maternitat i Sant Ramon,Sants-Montjuïc,1300.0,140,3,1
el Congres i els Indians,Sant Andreu,800.0,67,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1150.0,60,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,780.0,65,2,1
Sants - Badal,Sants-Montjuïc,750.0,55,3,1
la Font de la Guatlla,Sants-Montjuïc,805.0,55,1,1
el Raval,Ciutat Vella,900.0,75,3,1
la Maternitat i Sant Ramon,Sants-Montjuïc,1298.0,70,1,1
la Font d'en Fargues,Horta-Guinardó,840.0,76,3,1
la Nova Esquerra de l'Eixample,L'Eixample,1200.0,80,2,2
el Putget i el farró,Sarrià-Sant Gervasi,1975.0,120,4,2
Sant Antoni,L'Eixample,1000.0,74,4,1
Sagrada Familia,L'Eixample,1500.0,75,1,1
el Poblenou,Sant Martí,1400.0,112,2,1
Gotic,Ciutat Vella,1400.0,125,4,2
la Vila de Gracia,Gràcia,1200.0,50,2,1
Sant Antoni,L'Eixample,950.0,45,1,1
el Raval,Ciutat Vella,960.0,33,1,1
Hostafrancs,Sants-Montjuïc,1000.0,80,3,1
Sant Gervasi - la Bonanova,Les Corts,950.0,55,1,1
la Salut,Gràcia,695.0,49,2,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,2013.0,60,2,1
Sant Antoni,L'Eixample,750.0,50,2,1
la Salut,Gràcia,1050.0,80,3,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8000.0,280,5,6
Sant Antoni,L'Eixample,925.0,54,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2800.0,222,4,4
Vallcarca i els Penitents,Sarrià-Sant Gervasi,800.0,45,1,1
Sant Antoni,L'Eixample,759.0,43,2,1
la Salut,Gràcia,650.0,50,1,1
la Font de la Guatlla,Sants-Montjuïc,810.0,55,2,1
la Salut,Gràcia,985.0,35,1,1
el Raval,Ciutat Vella,770.0,41,2,1
Fort Pienc,L'Eixample,1590.0,88,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,900.0,87,4,2
Barceloneta,Ciutat Vella,1200.0,60,2,2
el Carmel,Horta-Guinardó,800.0,76,2,1
el Raval,Ciutat Vella,865.0,52,2,1
el Raval,Ciutat Vella,1170.0,45,1,1
el Parc i la Llacuna del Poblenou,Sant Martí,980.0,67,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1634.0,60,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2160.0,105,2,1
Sant Antoni,L'Eixample,875.0,72,3,1
el Raval,Ciutat Vella,757.0,61,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,950.0,70,1,1
Sants - Badal,Sants-Montjuïc,755.0,55,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2100.0,130,3,3
Vilapicina i la Torre Llobeta,Nou Barris,750.0,46,2,1
el Raval,Ciutat Vella,775.0,60,1,1
Vilapicina i la Torre Llobeta,Nou Barris,1200.0,101,3,2
la Salut,Gràcia,1050.0,75,4,1
Barceloneta,Ciutat Vella,1195.0,85,3,2
Sants - Badal,Sants-Montjuïc,750.0,70,3,1
Sant Antoni,L'Eixample,950.0,71,3,1
Sant Antoni,L'Eixample,1000.0,80,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1100.0,136,5,3
Barceloneta,Ciutat Vella,1254.0,84,2,1
el Raval,Ciutat Vella,1050.0,63,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,3000.0,70,2,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,2800.0,137,4,2
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,2950.0,257,6,3
el Parc i la Llacuna del Poblenou,Sant Martí,780.0,59,3,1
Vilapicina i la Torre Llobeta,Nou Barris,750.0,65,2,1
la Salut,Gràcia,890.0,80,3,1
Sant Gervasi - la Bonanova,Les Corts,1000.0,90,3,2
el Putget i el farró,Sarrià-Sant Gervasi,2116.0,140,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1200.0,80,3,1
la Dreta de l'Eixample,L'Eixample,1750.0,105,3,2
Sant Antoni,L'Eixample,700.0,45,1,1
el Parc i la Llacuna del Poblenou,Sant Martí,905.0,102,4,2
el Raval,Ciutat Vella,850.0,55,2,1
la Salut,Gràcia,895.0,63,2,1
el Congres i els Indians,Sant Andreu,920.0,55,2,1
la Salut,Gràcia,750.0,75,3,1
el Raval,Ciutat Vella,850.0,50,2,1
el Raval,Ciutat Vella,884.0,50,2,1
Barceloneta,Ciutat Vella,1250.0,40,1,1
el Raval,Ciutat Vella,695.0,30,1,1
Hostafrancs,Sants-Montjuïc,950.0,58,1,1
Pedralbes,Les Corts,2200.0,167,3,3
el Poblenou,Sant Martí,1277.0,76,2,2
la Nova Esquerra de l'Eixample,L'Eixample,1240.0,114,3,2
la Bordeta,Sants-Montjuïc,720.0,42,1,2
el Parc i la Llacuna del Poblenou,Sant Martí,950.0,85,3,2
la Salut,Gràcia,800.0,50,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1300.0,67,2,1
Sant Gervasi - la Bonanova,Les Corts,1095.0,50,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1150.0,45,1,1
Sarria,Les Corts,1450.0,133,4,2
la Font d'en Fargues,Horta-Guinardó,860.0,75,3,2
Sant Antoni,L'Eixample,1150.0,85,3,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3080.0,115,1,1
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,2149.0,60,1,1
Sant Antoni,L'Eixample,700.0,44,1,1
la Font de la Guatlla,Sants-Montjuïc,792.0,54,2,1
la Maternitat i Sant Ramon,Sants-Montjuïc,1250.0,75,3,1
Vilapicina i la Torre Llobeta,Nou Barris,1150.0,81,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,730.0,48,1,1
Vilapicina i la Torre Llobeta,Nou Barris,750.0,60,2,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,2165.0,60,2,1
la Bordeta,Sants-Montjuïc,730.0,50,1,1
la Nova Esquerra de l'Eixample,L'Eixample,1250.0,69,2,2
la Maternitat i Sant Ramon,Sants-Montjuïc,1395.0,75,3,1
la Salut,Gràcia,950.0,60,2,2
Sant Antoni,L'Eixample,775.0,42,1,1
el Raval,Ciutat Vella,995.0,91,1,2
la Nova Esquerra de l'Eixample,L'Eixample,1300.0,72,2,1
el Raval,Ciutat Vella,935.0,55,1,1
Sagrada Familia,L'Eixample,1500.0,80,3,3
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1317.0,82,2,1
la Salut,Gràcia,995.0,55,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1200.0,73,2,1
la Font d'en Fargues,Horta-Guinardó,870.0,75,3,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4964.0,164,4,3
Sant Antoni,L'Eixample,680.0,65,1,1
el Besos i el Maresme,Sant Martí,1650.0,65,1,1
Pedralbes,Les Corts,4900.0,200,4,4
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1300.0,80,2,1
Gotic,Ciutat Vella,1500.0,85,3,2
el Raval,Ciutat Vella,990.0,61,2,1
Sants - Badal,Sants-Montjuïc,760.0,62,2,1
Sant Antoni,L'Eixample,1100.0,45,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,850.0,78,3,2
Sant Antoni,L'Eixample,990.0,87,3,2
Provencals del Poblenou,Sant Martí,1200.0,94,4,1
Sant Antoni,L'Eixample,965.0,30,1,1
Sants - Badal,Sants-Montjuïc,750.0,53,1,1
el Parc i la Llacuna del Poblenou,Sant Martí,835.0,60,3,1
Navas,Sant Andreu,1150.0,79,3,3
Sant Antoni,L'Eixample,1000.0,87,3,2
Sant Antoni,L'Eixample,890.0,40,1,1
Sant Antoni,L'Eixample,1000.0,95,1,1
la Dreta de l'Eixample,L'Eixample,1800.0,188,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1990.0,150,4,2
Sant Antoni,L'Eixample,1075.0,80,3,2
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4000.0,224,4,3
el Parc i la Llacuna del Poblenou,Sant Martí,780.0,68,3,1
Sant Gervasi - la Bonanova,Les Corts,875.0,55,1,1
el Poble Sec,Sants-Montjuïc,890.0,77,1,2
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3700.0,180,4,3
Sagrada Familia,L'Eixample,1500.0,75,2,1
Sagrada Familia,L'Eixample,1500.0,140,4,2
el Poblenou,Sant Martí,1320.0,75,3,1
Navas,Sant Andreu,1015.0,112,3,2
Sant Antoni,L'Eixample,650.0,35,1,1
Sant Antoni,L'Eixample,950.0,94,3,2
Sant Antoni,L'Eixample,1100.0,95,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1950.0,80,2,2
Sant Antoni,L'Eixample,1180.0,60,2,2
Sant Antoni,L'Eixample,990.0,53,1,1
la Salut,Gràcia,975.0,40,1,1
Sant Antoni,L'Eixample,1150.0,95,3,1
el Camp d'en Grassot i Gracia Nova,Gràcia,1600.0,102,2,2
l'Antiga Esquerra de l'Eixample,L'Eixample,2900.0,190,4,2
el Camp d'en Grassot i Gracia Nova,Gràcia,1600.0,116,4,2
la Salut,Gràcia,1050.0,80,2,1
Sant Antoni,L'Eixample,995.0,43,1,1
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,1800.0,110,4,2
el Parc i la Llacuna del Poblenou,Sant Martí,1000.0,84,4,2
el Raval,Ciutat Vella,1095.0,40,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,3000.0,340,6,3
Barceloneta,Ciutat Vella,1200.0,78,3,1
Vilapicina i la Torre Llobeta,Nou Barris,950.0,84,2,1
Navas,Sant Andreu,1717.0,60,2,1
Sant Antoni,L'Eixample,990.0,89,3,1
Hostafrancs,Sants-Montjuïc,1150.0,55,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1450.0,155,5,2
Sants,Sants-Montjuïc,680.0,39,2,1
la Salut,Gràcia,849.0,47,1,1
Sant Antoni,L'Eixample,789.0,45,1,1
Can Baro,Horta-Guinardó,900.0,65,3,1
la Salut,Gràcia,800.0,52,1,1
la Salut,Gràcia,1000.0,65,3,2
Sarria,Les Corts,1300.0,90,4,2
Sant Gervasi - la Bonanova,Les Corts,950.0,50,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1700.0,106,2,3
el Raval,Ciutat Vella,1050.0,100,2,1
el Raval,Ciutat Vella,800.0,71,2,1
Pedralbes,Les Corts,4000.0,170,4,3
Sant Antoni,L'Eixample,880.0,100,4,2
Gotic,Ciutat Vella,1300.0,63,4,2
Vilapicina i la Torre Llobeta,Nou Barris,2200.0,120,4,3
el Camp d'en Grassot i Gracia Nova,Gràcia,2300.0,110,3,3
la Nova Esquerra de l'Eixample,L'Eixample,1450.0,120,4,2
el Besos i el Maresme,Sant Martí,1750.0,98,3,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1250.0,88,3,2
el Raval,Ciutat Vella,625.0,35,1,1
la Dreta de l'Eixample,L'Eixample,1775.0,160,3,2
el Poblenou,Sant Martí,1400.0,101,4,2
el Raval,Ciutat Vella,1085.0,32,2,1
el Camp d'en Grassot i Gracia Nova,Gràcia,1650.0,80,2,2
la Nova Esquerra de l'Eixample,L'Eixample,1235.0,63,2,1
Sant Gervasi - la Bonanova,Les Corts,1200.0,61,3,1
l'Antiga Esquerra de l'Eixample,L'Eixample,3475.0,144,3,3
Gotic,Ciutat Vella,1481.0,57,1,1
Sarria,Les Corts,1250.0,92,4,1
Gotic,Ciutat Vella,1430.0,75,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1450.0,80,2,2
el Parc i la Llacuna del Poblenou,Sant Martí,700.0,55,2,1
el Baix Guinardo,Horta-Guinardó,1300.0,122,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1990.0,110,1,1
Hostafrancs,Sants-Montjuïc,1100.0,65,2,1
Barceloneta,Ciutat Vella,1200.0,88,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1400.0,95,4,2
la Salut,Gràcia,925.0,56,1,1
Gotic,Ciutat Vella,1479.0,65,2,1
el Raval,Ciutat Vella,925.0,25,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2059.0,150,2,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1550.0,68,2,1
Sant Antoni,L'Eixample,1090.0,68,3,1
la Sagrera,Sant Andreu,575.0,28,1,1
el Parc i la Llacuna del Poblenou,Sant Martí,539.0,34,1,1
el Coll,Gràcia,1250.0,55,2,1
el Camp d'en Grassot i Gracia Nova,Gràcia,2000.0,80,3,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1998.0,80,3,2
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,2170.0,141,3,2
la Sagrera,Sant Andreu,750.0,82,3,1
el Raval,Ciutat Vella,660.0,33,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,825.0,52,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1295.0,63,1,2
el Besos i el Maresme,Sant Martí,1650.0,151,3,2
la Nova Esquerra de l'Eixample,L'Eixample,1400.0,100,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,4900.0,310,6,4
Vilapicina i la Torre Llobeta,Nou Barris,800.0,80,3,1
la Nova Esquerra de l'Eixample,L'Eixample,1290.0,78,4,2
la Salut,Gràcia,900.0,70,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,950.0,65,2,1
la Maternitat i Sant Ramon,Sants-Montjuïc,1200.0,50,1,1
Sant Antoni,L'Eixample,750.0,66,3,1
el Poble Sec,Sants-Montjuïc,900.0,49,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1400.0,83,3,2
el Raval,Ciutat Vella,675.0,65,1,1
Sant Antoni,L'Eixample,835.0,55,2,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3900.0,210,4,3
el Parc i la Llacuna del Poblenou,Sant Martí,1031.0,94,4,2
Sant Gervasi - la Bonanova,Les Corts,750.0,30,1,1
Sarria,Les Corts,1300.0,130,4,2
Sant Antoni,L'Eixample,950.0,76,2,1
Gotic,Ciutat Vella,1500.0,116,5,2
el Carmel,Horta-Guinardó,700.0,50,1,1
el Raval,Ciutat Vella,790.0,32,1,1
el Clot,Sant Martí,1075.0,77,3,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2100.0,67,2,1
Pedralbes,Les Corts,2500.0,170,4,3
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,2600.0,57,2,1
el Parc i la Llacuna del Poblenou,Sant Martí,621.0,33,1,1
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,1972.0,65,2,2
les Tres Torres,Les Corts,1590.0,125,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,2400.0,146,3,2
Sarria,Les Corts,1250.0,85,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1000.0,88,3,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1100.0,75,4,2
Can Baro,Horta-Guinardó,950.0,70,3,1
el Poble Sec,Sants-Montjuïc,931.0,89,3,1
la Nova Esquerra de l'Eixample,L'Eixample,1300.0,141,5,3
Vallcarca i els Penitents,Sarrià-Sant Gervasi,960.0,60,2,1
Sant Antoni,L'Eixample,1050.0,61,1,1
Sant Antoni,L'Eixample,1000.0,55,1,1
el Raval,Ciutat Vella,1050.0,60,1,2
el Besos i el Maresme,Sant Martí,1749.0,35,1,1
el Raval,Ciutat Vella,830.0,73,3,1
el Parc i la Llacuna del Poblenou,Sant Martí,850.0,88,3,1
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,2850.0,146,3,3
Sant Gervasi - la Bonanova,Les Corts,850.0,60,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1450.0,64,3,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1800.0,65,2,2
el Besos i el Maresme,Sant Martí,1650.0,140,6,3
el Clot,Sant Martí,1100.0,85,3,1
el Raval,Ciutat Vella,745.0,50,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,3300.0,174,3,3
l'Antiga Esquerra de l'Eixample,L'Eixample,2588.0,105,3,2
el Raval,Ciutat Vella,1000.0,93,2,2
la Nova Esquerra de l'Eixample,L'Eixample,1240.0,87,1,1
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,1800.0,131,2,3
el Raval,Ciutat Vella,1100.0,69,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1250.0,59,2,2
la Nova Esquerra de l'Eixample,L'Eixample,1300.0,97,3,2
la Salut,Gràcia,930.0,60,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1830.0,70,2,1
Gotic,Ciutat Vella,1350.0,45,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1900.0,100,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1975.0,90,2,1
el Raval,Ciutat Vella,825.0,48,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2063.0,80,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1924.0,90,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,2650.0,90,2,2
l'Antiga Esquerra de l'Eixample,L'Eixample,2219.0,70,2,2
la Salut,Gràcia,1150.0,45,1,1
el Raval,Ciutat Vella,1000.0,60,2,2
Sant Antoni,L'Eixample,1050.0,80,4,1
Sant Antoni,L'Eixample,1150.0,103,3,1
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,2581.0,70,2,2
el Besos i el Maresme,Sant Martí,1450.0,95,3,2
la Nova Esquerra de l'Eixample,L'Eixample,1350.0,86,2,2
el Raval,Ciutat Vella,1100.0,64,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,950.0,70,1,2
la Dreta de l'Eixample,L'Eixample,1815.0,70,4,1
la Salut,Gràcia,1098.0,65,2,1
Sant Antoni,L'Eixample,925.0,65,3,1
el Guinardo,Horta-Guinardó,812.0,45,1,1
el Raval,Ciutat Vella,1150.0,64,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1800.0,86,3,2
el Raval,Ciutat Vella,650.0,53,1,1
Sant Antoni,L'Eixample,980.0,80,2,2
la Salut,Gràcia,900.0,75,3,2
la Maternitat i Sant Ramon,Sants-Montjuïc,1212.0,78,2,2
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,5700.0,220,4,2
el Raval,Ciutat Vella,700.0,36,2,1
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,2085.0,60,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1300.0,105,4,2
el Congres i els Indians,Sant Andreu,900.0,74,2,1
Pedralbes,Les Corts,2600.0,162,5,4
Diagonal Mar i el Front Maritim del Poblenou,Sant Martí,9000.0,248,4,3
la Salut,Gràcia,940.0,41,3,1
Sant Antoni,L'Eixample,1050.0,50,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1350.0,102,3,2
Sant Antoni,L'Eixample,1075.0,80,3,1
Barceloneta,Ciutat Vella,1250.0,82,2,2
Sant Antoni,L'Eixample,1000.0,77,2,2
el Camp d'en Grassot i Gracia Nova,Gràcia,2588.0,80,3,2
Can Baro,Horta-Guinardó,1000.0,50,2,1
Sant Gervasi - la Bonanova,Les Corts,700.0,45,1,1
la Maternitat i Sant Ramon,Sants-Montjuïc,1200.0,78,3,2
Sants - Badal,Sants-Montjuïc,775.0,43,1,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,650.0,65,2,1
la Salut,Gràcia,850.0,70,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1500.0,110,2,2
el Raval,Ciutat Vella,850.0,38,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,2093.0,75,2,1
Sant Antoni,L'Eixample,1100.0,85,4,1
Can Baro,Horta-Guinardó,1000.0,100,4,1
el Raval,Ciutat Vella,900.0,70,3,2
el Besos i el Maresme,Sant Martí,1600.0,78,3,1
el Raval,Ciutat Vella,975.0,35,1,1
Sant Antoni,L'Eixample,890.0,70,2,1
Sant Antoni,L'Eixample,950.0,74,3,2
Pedralbes,Les Corts,2882.0,85,3,2
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3250.0,247,4,3
Sant Antoni,L'Eixample,1025.0,80,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1195.0,76,3,2
la Maternitat i Sant Ramon,Sants-Montjuïc,1200.0,42,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2880.0,150,3,2
Sant Gervasi - la Bonanova,Les Corts,1050.0,60,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,3000.0,170,2,2
la Salut,Gràcia,800.0,90,3,1
el Putget i el farró,Sarrià-Sant Gervasi,2100.0,250,6,3
Sant Antoni,L'Eixample,990.0,78,3,2
el Parc i la Llacuna del Poblenou,Sant Martí,1040.0,67,2,1
el Raval,Ciutat Vella,950.0,100,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1600.0,90,3,2
Sant Gervasi - la Bonanova,Les Corts,1200.0,90,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1250.0,102,2,1
Sagrada Familia,L'Eixample,1500.0,50,2,1
les Tres Torres,Les Corts,1600.0,65,2,1
Gotic,Ciutat Vella,1300.0,100,2,2
Sant Gervasi - la Bonanova,Les Corts,995.0,57,2,1
la Salut,Gràcia,750.0,47,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2300.0,160,3,3
Fort Pienc,L'Eixample,1575.0,61,1,1
el Parc i la Llacuna del Poblenou,Sant Martí,850.0,50,1,1
la Salut,Gràcia,1150.0,105,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1050.0,65,2,2
Sant Gervasi - la Bonanova,Les Corts,890.0,60,1,1
la Salut,Gràcia,1100.0,54,2,1
la Bordeta,Sants-Montjuïc,725.0,66,2,1
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,2500.0,100,2,2
la Font de la Guatlla,Sants-Montjuïc,790.0,58,2,1
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1050.0,100,3,2
el Camp d'en Grassot i Gracia Nova,Gràcia,2330.0,131,3,3
Vilapicina i la Torre Llobeta,Nou Barris,950.0,78,4,1
Hostafrancs,Sants-Montjuïc,1001.0,55,2,2
la Salut,Gràcia,1095.0,87,3,2
el Raval,Ciutat Vella,1100.0,75,2,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1294.0,70,3,1
el Carmel,Horta-Guinardó,750.0,52,2,1
la Salut,Gràcia,850.0,50,1,1
el Raval,Ciutat Vella,750.0,55,1,1
la Nova Esquerra de l'Eixample,L'Eixample,1400.0,90,3,1
el Camp d'en Grassot i Gracia Nova,Gràcia,1400.0,75,1,1
la Font d'en Fargues,Horta-Guinardó,850.0,85,3,2
el Camp d'en Grassot i Gracia Nova,Gràcia,1800.0,139,5,2
Sant Antoni,L'Eixample,1100.0,100,3,2
Vilapicina i la Torre Llobeta,Nou Barris,588.0,43,1,1
el Baix Guinardo,Horta-Guinardó,1035.0,90,2,2
Vilapicina i la Torre Llobeta,Nou Barris,975.0,73,3,2
Sant Gervasi - la Bonanova,Les Corts,990.0,85,4,2
Sant Gervasi - Galvany,Sarrià-Sant Gervasi,3972.0,200,4,3
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1600.0,93,3,2
Vallcarca i els Penitents,Sarrià-Sant Gervasi,1350.0,60,2,2
